===2018-04-05 09:00:24.172 [main] INFO  org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping Line:543-Mapped "{[/data/findAllMusic],methods=[POST]}" onto public com.alibaba.fastjson.JSONArray com.army.controller.WebJumpController.findAllMusic(com.army.vo.MusicInfo) throws java.lang.Exception
===2018-04-05 09:00:24.172 [main] INFO  org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping Line:543-Mapped "{[/data/manager/updateMoive],methods=[POST]}" onto public com.alibaba.fastjson.JSONObject com.army.controller.WebJumpController.updateMoive(javax.servlet.http.HttpServletRequest,com.army.vo.VedioInfo) throws java.lang.Exception
===2018-04-05 09:00:24.172 [main] INFO  org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping Line:543-Mapped "{[/data/manager/insertMoive],methods=[POST]}" onto public com.alibaba.fastjson.JSONObject com.army.controller.WebJumpController.insertMoive(javax.servlet.http.HttpServletRequest,com.army.vo.VedioInfo) throws java.lang.Exception
===2018-04-05 09:00:24.173 [main] INFO  org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping Line:543-Mapped "{[/data/findAllMoive],methods=[POST]}" onto public com.alibaba.fastjson.JSONArray com.army.controller.WebJumpController.findAllMoive(com.army.vo.VedioInfo) throws java.lang.Exception
===2018-04-05 09:00:24.173 [main] INFO  org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping Line:543-Mapped "{[/data/manager/updateApp],methods=[POST]}" onto public com.alibaba.fastjson.JSONObject com.army.controller.WebJumpController.updateApp(javax.servlet.http.HttpServletRequest,com.army.vo.AppInfo) throws java.lang.Exception
===2018-04-05 09:00:24.173 [main] INFO  org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping Line:543-Mapped "{[/data/manager/findAllApp],methods=[POST]}" onto public com.alibaba.fastjson.JSONArray com.army.controller.WebJumpController.findAllApp() throws java.lang.Exception
===2018-04-05 09:00:24.173 [main] INFO  org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping Line:543-Mapped "{[/data/manager/findAllAppByName],methods=[POST]}" onto public com.alibaba.fastjson.JSONArray com.army.controller.WebJumpController.findAllAppByName(com.army.vo.AppInfo) throws java.lang.Exception
===2018-04-05 09:00:24.173 [main] INFO  org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping Line:543-Mapped "{[/data/findAllReptileNews],methods=[POST]}" onto public com.alibaba.fastjson.JSONArray com.army.controller.WebJumpController.findAllReptileNews(com.army.vo.ReptileNewsInfo) throws java.lang.Exception
===2018-04-05 09:00:24.174 [main] INFO  org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping Line:543-Mapped "{[/data/manager/findAllReptileNewsManager],methods=[POST]}" onto public com.alibaba.fastjson.JSONArray com.army.controller.WebJumpController.findAllReptileNewsManager(javax.servlet.http.HttpServletRequest,com.army.vo.ReptileNewsInfo) throws java.lang.Exception
===2018-04-05 09:00:24.174 [main] INFO  org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping Line:543-Mapped "{[/data/manager/insertReptileNews],methods=[POST]}" onto public com.alibaba.fastjson.JSONObject com.army.controller.WebJumpController.insertReptileNews() throws java.lang.Exception
===2018-04-05 09:00:24.174 [main] INFO  org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping Line:543-Mapped "{[/data/manager/updateReptileNews],methods=[POST]}" onto public com.alibaba.fastjson.JSONObject com.army.controller.WebJumpController.updateReptileNews(javax.servlet.http.HttpServletRequest,com.army.vo.ReptileNewsInfo) throws java.lang.Exception
===2018-04-05 09:00:24.174 [main] INFO  org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping Line:543-Mapped "{[/data/manager/findAllNewManager],methods=[POST]}" onto public com.alibaba.fastjson.JSONArray com.army.controller.WebJumpController.findAllNewManager(javax.servlet.http.HttpServletRequest,com.army.vo.NewsInfo) throws java.lang.Exception
===2018-04-05 09:00:24.174 [main] INFO  org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping Line:543-Mapped "{[/data/manager/findAllNoticeManager],methods=[POST]}" onto public com.alibaba.fastjson.JSONArray com.army.controller.WebJumpController.findAllNoticeManager(javax.servlet.http.HttpServletRequest,com.army.vo.NoticeInfo) throws java.lang.Exception
===2018-04-05 09:00:24.174 [main] INFO  org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping Line:543-Mapped "{[/data/manager/findAllMusicManeger],methods=[POST]}" onto public com.alibaba.fastjson.JSONArray com.army.controller.WebJumpController.findAllMusicManeger(javax.servlet.http.HttpServletRequest,com.army.vo.MusicInfo) throws java.lang.Exception
